,id,book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url,goodreads_book_id,tag_name,description
10,11,77203,77203,3295919,283,1594480001,9781594480000.0,Khaled Hosseini,2003.0,The Kite Runner ,The Kite Runner,eng,4.26,1813044,1878095,59730,34288,59980,226062,628174,929591,https://images.gr-assets.com/books/1484565687m/77203.jpg,https://images.gr-assets.com/books/1484565687s/77203.jpg,77203,[],"The unforgettable, heartbreaking story of the unlikely friendship between a wealthy boy and the son of his father’s servant, The Kite Runner is a beautifully crafted novel set in a country that is in the process of being destroyed. It is about the power of reading, the price of betrayal, and the possibility of redemption; and an exploration of the power of fathers over sons—their love, their sacrifices, their lies.A sweeping story of family, love, and friendship told against the devastating backdrop of the history of Afghanistan over the last thirty years, The Kite Runner is an unusual and powerful novel that has become a beloved, one-of-a-kind classic.--khaledhosseini.com"
11,12,13335037,13335037,13155899,210,62024035,9780062024040.0,Veronica Roth,2011.0,Divergent,"Divergent (Divergent, #1)",eng,4.24,1903563,2216814,101023,36315,82870,310297,673028,1114304,https://images.gr-assets.com/books/1328559506m/13335037.jpg,https://images.gr-assets.com/books/1328559506s/13335037.jpg,13335037,[],"In Beatrice Prior's dystopian Chicago world, society is divided into five factions, each dedicated to the cultivation of a particular virtue—Candor (the honest), Abnegation (the selfless), Dauntless (the brave), Amity (the peaceful), and Erudite (the intelligent). On an appointed day of every year, all sixteen-year-olds must select the faction to which they will devote the rest of their lives. For Beatrice, the decision is between staying with her family and being who she really is—she can't have both. So she makes a choice that surprises everyone, including herself.During the highly competitive initiation that follows, Beatrice renames herself Tris and struggles alongside her fellow initiates to live out the choice they have made. Together they must undergo extreme physical tests of endurance and intense psychological simulations, some with devastating consequences. As initiation transforms them all, Tris must determine who her friends really are—and where, exactly, a romance with a sometimes fascinating, sometimes exasperating boy fits into the life she's chosen. But Tris also has a secret, one she's kept hidden from everyone because she's been warned it can mean death. And as she discovers unrest and growing conflict that threaten to unravel her seemingly perfect society, she also learns that her secret might help her save those she loves . . . or it might destroy her."
12,13,5470,5470,153313,995,451524934,9780451524940.0,"George Orwell, Erich Fromm, Celâl Üster",1949.0,Nineteen Eighty-Four,1984,eng,4.14,1956832,2053394,45518,41845,86425,324874,692021,908229,https://images.gr-assets.com/books/1348990566m/5470.jpg,https://images.gr-assets.com/books/1348990566s/5470.jpg,5470,[],"The year 1984 has come and gone, but George Orwell's prophetic, nightmarish vision in 1949 of the world we were becoming is timelier than ever. 1984 is still the great modern classic of ""negative utopia""—a startlingly original and haunting novel that creates an imaginary world that is completely convincing, from the first sentence to the last four words. No one can deny the novel's hold on the imaginations of whole generations, or the power of its admonitions—a power that seems to grow, not lessen, with the passage of time."
13,14,7613,7613,2207778,896,452284244,9780452284240.0,George Orwell,1945.0,Animal Farm: A Fairy Story,Animal Farm,eng,3.87,1881700,1982987,35472,66854,135147,433432,698642,648912,https://images.gr-assets.com/books/1424037542m/7613.jpg,https://images.gr-assets.com/books/1424037542s/7613.jpg,7613,[],"George Orwell's timeless and timely allegorical novel—a scathing satire on a downtrodden society’s blind march towards totalitarianism.“All animals are equal, but some animals are more equal than others.”A farm is taken over by its overworked, mistreated animals. With flaming idealism and stirring slogans, they set out to create a paradise of progress, justice, and equality. Thus the stage is set for one of the most telling satiric fables ever penned—a razor-edged fairy tale for grown-ups that records the evolution from revolution against tyranny to a totalitarianism just as terrible.  When Animal Farm was first published, Stalinist Russia was seen as its target. Today it is devastatingly clear that wherever and whenever freedom is attacked, under whatever banner, the cutting clarity and savage comedy of George Orwell’s masterpiece have a meaning and message still ferociously fresh."
14,15,48855,48855,3532896,710,553296981,9780553296980.0,"Anne Frank, Eleanor Roosevelt, B.M. Mooyaart-Doubleday",1947.0,Het Achterhuis: Dagboekbrieven 14 juni 1942 - 1 augustus 1944,The Diary of a Young Girl,eng,4.1,1972666,2024493,20825,45225,91270,355756,656870,875372,https://images.gr-assets.com/books/1358276407m/48855.jpg,https://images.gr-assets.com/books/1358276407s/48855.jpg,48855,[],"Discovered in the attic in which she spent the last years of her life, Anne Frank’s remarkable diary has become a world classic—a powerful reminder of the horrors of war and an eloquent testament to the human spirit. In 1942, with the Nazis occupying Holland, a thirteen-year-old Jewish girl and her family fled their home in Amsterdam and went into hiding. For the next two years, until their whereabouts were betrayed to the Gestapo, the Franks and another family lived cloistered in the “Secret Annexe” of an old office building. Cut off from the outside world, they faced hunger, boredom, the constant cruelties of living in confined quarters, and the ever-present threat of discovery and death. In her diary Anne Frank recorded vivid impressions of her experiences during this period. By turns thoughtful, moving, and surprisingly humorous, her account offers a fascinating commentary on human courage and frailty and a compelling self-portrait of a sensitive and spirited young woman whose promise was tragically cut short.--back cover"
15,16,2429135,2429135,1708725,274,307269752,9780307269750.0,"Stieg Larsson, Reg Keeland",2005.0,Män som hatar kvinnor,"The Girl with the Dragon Tattoo (Millennium, #1)",eng,4.11,1808403,1929834,62543,54835,86051,285413,667485,836050,https://images.gr-assets.com/books/1327868566m/2429135.jpg,https://images.gr-assets.com/books/1327868566s/2429135.jpg,2429135,[],"Harriet Vanger, a scion of one of Sweden’s wealthiest families disappeared over forty years ago. All these years later, her aged uncle continues to seek the truth. He hires Mikael Blomkvist, a crusading journalist recently trapped by a libel conviction, to investigate. He is aided by the pierced and tattooed punk prodigy Lisbeth Salander. Together they tap into a vein of unfathomable iniquity and astonishing corruption.An international publishing sensation, Stieg Larsson’s The Girl with the Dragon Tattoo combines murder mystery, family saga, love story, and financial intrigue into one satisfyingly complex and entertainingly atmospheric novel.Alternate Cover Edition ISBN 0307269752 (ISBN13: 9780307269751)"
16,17,6148028,6148028,6171458,201,439023491,9780439023500.0,Suzanne Collins,2009.0,Catching Fire,"Catching Fire (The Hunger Games, #2)",eng,4.3,1831039,1988079,88538,10492,48030,262010,687238,980309,https://images.gr-assets.com/books/1358273780m/6148028.jpg,https://images.gr-assets.com/books/1358273780s/6148028.jpg,6148028,[],"SPARKS ARE IGNITING.FLAMES ARE SPREADING.AND THE CAPITAL WANTS REVENGE.Against all odds, Katniss Everdeen has survived the Hunger Games. She and fellow District 12 tribute Peeta Mellark are miraculously still alive. Katniss should be relieved, happy even. Yet nothing is the way Katniss wishes it to be. Gale holds her at an icy distance. Peeta has turned his back on her completely. And there are whispers of a rebellion against the Capitol - a rebellion that Katniss and Peeta may have helped create.Much to her shock, Katniss has fueled an unrest that she's afraid she cannot stop. And what scares her even more is that she's not entirely convinced she should try. As time draws near for Katniss and Peeta to visit the districts on the Capitol's cruel Victory Tour, the stakes are higher than ever. If they can't prove, without a shadow of a doubt, that they are lost in their love for each other, the consequences will be horrifying. Katniss is about to be tested as never before."
17,18,5,5,2402163,376,043965548X,9780439655480.0,"J.K. Rowling, Mary GrandPré, Rufus Beck",1999.0,Harry Potter and the Prisoner of Azkaban,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",eng,4.53,1832823,1969375,36099,6716,20413,166129,509447,1266670,https://images.gr-assets.com/books/1499277281m/5.jpg,https://images.gr-assets.com/books/1499277281s/5.jpg,5,"['dancing', 'princesses', 'in', 'series', 'religious', 'zzz', 'th', 'century', 'th', 'grade', 'th', 'grade', 'books', 'th', 'grade', 'reading', 'gifts', 'in', 'series', 'th', 'century', 'in', 'series', 'th', 'th', 'century', '艺术美学', 'school', 'year', 'in', 'series', 'with', 'subtitle', 'words', 'ns', 'best', 'office', 'th', 'century', 'harvard', 'grad', 'th', 'th', 'century', 'th', 'th', 'century', 'th', 'century', 'setting', 'children', 'book', 'cottonwood', 'corner', 'in', 'series', 'th', 'century', 'th', 'century', 'england', 'th', 'century', 'germany', 'books', 'every', 'white', 'ally', 'should', 're', 'creativity', 'massachusetts', 'th', 'th', 'th', 'century', 'th', 'century', 'japan', 'th', 'century', 'literature', 'in', 'alex', 'cross', 'series', 'storm']","Harry Potter's third year at Hogwarts is full of new dangers. A convicted murderer, Sirius Black, has broken out of Azkaban prison, and it seems he's after Harry. Now Hogwarts is being patrolled by the dementors, the Azkaban guards who are hunting Sirius. But Harry can't imagine that Sirius or, for that matter, the evil Lord Voldemort could be more frightening than the dementors themselves, who have the terrible power to fill anyone they come across with aching loneliness and despair. Meanwhile, life continues as usual at Hogwarts. A top-of-the-line broom takes Harry's success at Quidditch, the sport of the Wizarding world, to new heights. A cute fourth-year student catches his eye. And he becomes close with the new Defense of the Dark Arts teacher, who was a childhood friend of his father. Yet despite the relative safety of life at Hogwarts and the best efforts of the dementors, the threat of Sirius Black grows ever closer. But if Harry has learned anything from his education in wizardry, it is that things are often not what they seem. Tragic revelations, heartwarming surprises, and high-stakes magical adventures await the boy wizard in this funny and poignant third installment of the beloved series.--scholastic.com"
18,19,34,34,3204327,566,618346252,9780618346260.0,J.R.R. Tolkien,1954.0, The Fellowship of the Ring,"The Fellowship of the Ring (The Lord of the Rings, #1)",eng,4.34,1766803,1832541,15333,38031,55862,202332,493922,1042394,https://images.gr-assets.com/books/1298411339m/34.jpg,https://images.gr-assets.com/books/1298411339s/34.jpg,34,"['agatha', 'christie', 'agatha', 'christie', 'collection', 'agatha', 'christie', 'hercule', 'poirot', 'agatha', 'christie', 'miss', 'marple', 'agatha', 'christie', 'poirot', 'agatha', 'christie', 'to', 'read', 'agatha', 'christy', 'agatha', 'cristie', 'agatha', 'raisin', 'agathachristie', 'age', 'age', 'age', 'age', 'age', 'age', 'present', 'age', 'age', 'age', 'age', 'favorites', 'age', 'age', 'age', 'age', 'adult', 'age', 'children', 'age', 'difference', 'age', 'gap', 'age', 'of', 'exploration', 'age', 'of', 'sail', 'age', 'of', 'the', 'five', 'age', 'of', 'the', 'five', 'trilogy', 'age', 'picture', 'books', 'ageplusorplus', 'ageing', 'agency', 'agent', 'agent', 'aloysius', 'pendergast', 'series', 'agent', 'pendergast', 'agent', 'pendergast', 'series', 'agents', 'ages', 'ages', 'ages', 'aggiunti', 'al', 'kobo', 'agifas', 'agile', 'agincourt', 'aging', 'aging', 'parents', 'aging', 'rockstar', 'agnichirakukal', 'agnosticism', 'ago', 'agoraphobia', 'agriculture', 'ah', 'library', 'ahern', 'ahern', 'cecelia', 'ahhh', 'hahhh', 'perspective', 'ahlam', 'ahlam', 'mosteghanemi', 'ahmad', 'ahmad', 'fuadi', 'ahmed', 'ahmed', 'khaled', 'tawfeek', 'ahmed', 'khaled', 'tawfik', 'ahmed', 'khaled', 'tawfiq', 'ahmed', 'khaled', 'toufiq', 'ahmed', 'khaled', 'twfik', 'ahmed', 'morad', 'ahmed', 'mourad', 'ahmed', 'murad', 'ai', 'ai', 'yazawa', 'aidan', 'aiden', 'aidid', 'aids', 'aikuisten', 'aimee', 'bender', 'aimee', 'carter', 'aint', 'nobody', 'got', 'time', 'for', 'that', 'air', 'air', 'combat', 'air', 'disasters', 'air', 'war', 'airborn', 'airborne', 'aircraft', 'airhead', 'airhead', 'series', 'airplane', 'airplane', 'crash', 'airplanes', 'airport', 'airships', 'aishar', 'aisling', 'grey', 'aisling', 'grey', 'guardian', 'aisling', 'grey', 'series']","Alternate Cover Edition ISBN 0618260269 (copyright page ISBN is 0618346252 - different from back cover)One Ring to rule them all, One Ring to find them, One Ring to bring them all and in the darkeness bind themIn ancient times the Rings of Power were crafted by the Elven-smiths, and Sauron, The Dark Lord, forged the One Ring, filling it with his own power so that he could rule all others. But the One Ring was taken from him, and though he sought it throughout Middle-earth, it remained lost to him. After many ages it fell into the hands of Bilbo Baggins, as told in The Hobbit.In a sleepy village in the Shire, young Frodo Baggins finds himself faced with an immense task, as his elderly cousin Bilbo entrusts the Ring to his care. Frodo must leave his home and make a perilous journey across Middle-earth to the Cracks of Doom, there to destroy the Ring and foil the Dark Lord in his evil purpose.--back cover"
19,20,7260188,7260188,8812783,239,439023513,9780439023510.0,Suzanne Collins,2010.0,Mockingjay,"Mockingjay (The Hunger Games, #3)",eng,4.03,1719760,1870748,96274,30144,110498,373060,618271,738775,https://images.gr-assets.com/books/1358275419m/7260188.jpg,https://images.gr-assets.com/books/1358275419s/7260188.jpg,7260188,[],"The final book in the ground-breaking HUNGER GAMES trilogy, this new foiled edition of MOCKINGJAY is available for a limited period of time. Against all odds, Katniss Everdeen has survived the Hunger Games twice. But now that she's made it out of the bloody arena alive, she's still not safe. The Capitol is angry. The Capitol wants revenge. Who do they think should pay for the unrest? Katniss. And what's worse, President Snow has made it clear that no one else is safe either. Not Katniss's family, not her friends, not the people of District 12."
20,21,2,2,2809203,307,439358078,9780439358070.0,"J.K. Rowling, Mary GrandPré",2003.0,Harry Potter and the Order of the Phoenix,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",eng,4.46,1735368,1840548,28685,9528,31577,180210,494427,1124806,https://images.gr-assets.com/books/1387141547m/2.jpg,https://images.gr-assets.com/books/1387141547s/2.jpg,2,"['to', 'read', 'speculative', 'fiction', 'words', 'sb', 'pages', 'نجيب', 'محفوظ', 'thcentury', 'american', 'lit', 'classic', 'fairy', 'classic', 'fairy', 'tales', 'informational', 'sami', 'lukematta', 'star', 'words', 'sc', 'babies', 'and', 'toddlers', 'caldecott', 'easy', 'to', 'read', 'books', 'preschoolers', 'realistic', 'fiction', 'star', 'stars', 'high', 'fantasy', 'iphg', 'not', 'my', 'kind', 'of', 'book', 'traditional', 'hist', 'fiction', 'modern', 'fantasy', 'まんが', 'ほか', 'childhood', 'ya', 'realistic', 'fiction', 'words', 'ns', 'fiction', 'incomplete', 'series', 'nonfiction', 'want', 'it', 'wn', 'wned', 'books', 'before', 'kindergarten', 'stars', 'all', 'genres', 'ab', 'bookcount', 'and', 'stars', 'art', 'modern', 'at', 'school', 'ax', 'bookscouter', 'books', 'own', 'bx', 'libraries', 'children', 'ya', 'chronicles', 'classic', 'literature', 'favorites', 'fiction', 'gen', 'lit', 'have', 'in', 'in', 'series', 'jordan', 'peterson', 'kindle', 'ladies', 'detective', 'agency', 'ladys', 'detective', 'agency', 'lifestyle', 'manga', 'manhwa', 'manhua', 'series', 'done', 'my', 'ex', 'collection', 'my', 'extra', 'longlist', 'novellas', 'short', 'stories', 'essays', 'of', 'best', 'books', 'ever', 'of', 'trilogy', 'own', 'owned', 'owned', 'books', 'owning', 'read', 'bookshelf', 'read', 'duplicate', 'star', 'stars', 'stephen', 'king', 'the', 'best', 'to', 'read', 'to', 'buy', 'to', 'read', 'crime', 'to', 'sort', 'year', 'plays', 'year', 'challenge', 'aussie', 'books', 'to', 'read', 'before', 'you', 'next', 'words', 'ns', 'best', 'books', 'best', 'books', 'of', 'all', 'time', 'best', 'books', 'of', 'all', 'time', 'the', 'worl', 'best', 'business', 'books', 'best', 'novels', 'best', 'novels', 'list', 'best', 'novels', 'modern', 'library', 'book', 'challenge', 'books']","There is a door at the end of a silent corridor. And it’s haunting Harry Pottter’s dreams. Why else would he be waking in the middle of the night, screaming in terror?Harry has a lot on his mind for this, his fifth year at Hogwarts: a Defense Against the Dark Arts teacher with a personality like poisoned honey; a big surprise on the Gryffindor Quidditch team; and the looming terror of the Ordinary Wizarding Level exams. But all these things pale next to the growing threat of He-Who-Must-Not-Be-Named - a threat that neither the magical government nor the authorities at Hogwarts can stop.As the grasp of darkness tightens, Harry must discover the true depth and strength of his friends, the importance of boundless loyalty, and the shocking price of unbearable sacrifice.His fate depends on them all."
21,22,12232938,12232938,1145090,183,316166685,9780316166680.0,Alice Sebold,2002.0,The Lovely Bones,The Lovely Bones,eng,3.77,1605173,1661562,36642,62777,131188,404699,583575,479323,https://images.gr-assets.com/books/1457810586m/12232938.jpg,https://images.gr-assets.com/books/1457810586s/12232938.jpg,12232938,[],"""My name was Salmon, like the fish; first name, Susie. I was fourteen when I was murdered on December 6, 1973.""So begins the story of Susie Salmon, who is adjusting to her new home in heaven, a place that is not at all what she expected, even as she is watching life on earth continue without her -- her friends trading rumors about her disappearance, her killer trying to cover his tracks, her grief-stricken family unraveling. Out of unspeakable tragedy and loss, The Lovely Bones succeeds, miraculously, in building a tale filled with hope, humor, suspense, even joy."
22,23,15881,15881,6231171,398,439064864,9780439064870.0,"J.K. Rowling, Mary GrandPré",1998.0,Harry Potter and the Chamber of Secrets,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",eng,4.37,1779331,1906199,34172,8253,42251,242345,548266,1065084,https://images.gr-assets.com/books/1474169725m/15881.jpg,https://images.gr-assets.com/books/1474169725s/15881.jpg,15881,[],"Ever since Harry Potter had come home for the summer, the Dursleys had been so mean and hideous that all Harry wanted was to get back to the Hogwarts School for Witchcraft and Wizardry. But just as he’s packing his bags, Harry receives a warning from a strange impish creature who says that if Harry returns to Hogwarts, disaster will strike.And strike it does. For in Harry’s second year at Hogwarts, fresh torments and horrors arise, including an outrageously stuck-up new professor and a spirit who haunts the girls’ bathroom. But then the real trouble begins – someone is turning Hogwarts students to stone. Could it be Draco Malfoy, a more poisonous rival than ever? Could it possible be Hagrid, whose mysterious past is finally told? Or could it be the one everyone at Hogwarts most suspects… Harry Potter himself!"
23,24,6,6,3046572,332,439139600,9780439139600.0,"J.K. Rowling, Mary GrandPré",2000.0,Harry Potter and the Goblet of Fire,"Harry Potter and the Goblet of Fire (Harry Potter, #4)",eng,4.53,1753043,1868642,31084,6676,20210,151785,494926,1195045,https://images.gr-assets.com/books/1361482611m/6.jpg,https://images.gr-assets.com/books/1361482611s/6.jpg,6,"['farm', 'life', 'sahin', 'library', 'Şahİn', 'kİtapliĞi', 'british', 'period', 'mystery', 'depression', 'era', 'great', 'depression', 'and', 'present', 'time', 'hurricane', 'to', 'britain', 'childhood', 'english', 'village', 'life', 'america', 'counterculture', 'women', 'status', 'books', 'riots', 'in', 'read', 'books', 'read', 'books']","Harry Potter is midway through his training as a wizard and his coming of age. Harry wants to get away from the pernicious Dursleys and go to the International Quidditch Cup with Hermione, Ron, and the Weasleys. He wants to dream about Cho Chang, his crush (and maybe do more than dream). He wants to find out about the mysterious event that's supposed to take place at Hogwarts this year, an event involving two other rival schools of magic, and a competition that hasn't happened for hundreds of years. He wants to be a normal, fourteen-year-old wizard. But unfortunately for Harry Potter, he's not normal - even by wizarding standards.And in his case, different can be deadly."
24,25,136251,136251,2963218,263,545010225,9780545010220.0,"J.K. Rowling, Mary GrandPré",2007.0,Harry Potter and the Deathly Hallows,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",eng,4.61,1746574,1847395,51942,9363,22245,113646,383914,1318227,https://images.gr-assets.com/books/1474171184m/136251.jpg,https://images.gr-assets.com/books/1474171184s/136251.jpg,136251,[],"Harry Potter is leaving Privet Drive for the last time. But as he climbs into the sidecar of Hagrid’s motorbike and they take to the skies, he knows Lord Voldemort and the Death Eaters will not be far behind.The protective charm that has kept him safe until now is broken. But the Dark Lord is breathing fear into everything he loves. And he knows he can’t keep hiding.To stop Voldemort, Harry knows he must find the remaining Horcruxes and destroy them.He will have to face his enemy in one final battle.--jkrowling.com"
25,26,968,968,2982101,350,307277674,9780307277670.0,Dan Brown,2003.0,The Da Vinci Code,"The Da Vinci Code (Robert Langdon, #2)",eng,3.79,1447148,1557292,41560,71345,126493,340790,539277,479387,https://images.gr-assets.com/books/1303252999m/968.jpg,https://images.gr-assets.com/books/1303252999s/968.jpg,968,"['dexter', 'dexter', 'morgan', 'dexter', 'series', 'dfw', 'dg', 'studio', 'dhamma', 'dharma', 'dharma', 'books', 'dheon', 'diablo', 'cody', 'diagnosis', 'dialectic', 'diamant', 'diamant', 'anita', 'diamond', 'diamond', 'mine', 'diamonds', 'dian', 'dian', 'fossey', 'diana', 'diana', 'gabaldon', 'diana', 'paxson', 'diana', 'wynne', 'jones', 'diane', 'ackerman', 'diane', 'chamberlain', 'diane', 'duane', 'diane', 'mott', 'davidson', 'diane', 'setterfield', 'diari', 'memorialistica', 'diaries', 'diaries', 'and', 'letters', 'diaries', 'journals', 'diary', 'diary', 'books', 'diary', 'format', 'diary', 'ng', 'panget', 'diary', 'ng', 'panget', 'diary', 'ng', 'panget', 'diary', 'ng', 'panget', 'diary', 'ng', 'panget', 'diary', 'ng', 'panget', 'diary', 'ng', 'pangit', 'diary', 'of', 'diary', 'of', 'whimpy', 'kid', 'diary', 'of', 'wimpy', 'kid', 'diary', 'of', 'wimpy', 'kid', 'diary', 'of', 'wimpy', 'kid', 'diary', 'of', 'wimpy', 'kid', 'diary', 'of', 'wimpy', 'kid', 'books', 'diary', 'of', 'wimpy', 'kid', 'cabin', 'fever', 'diary', 'of', 'wimpy', 'kid', 'dog', 'days', 'diary', 'of', 'wimpy', 'kid', 'hard', 'luck', 'diary', 'of', 'wimpy', 'kid', 'old', 'school', 'diary', 'of', 'wimpy', 'kid', 'series', 'diary', 'of', 'wimpy', 'kid', 'the', 'long', 'haul', 'diary', 'of', 'wimpy', 'kid', 'the', 'third', 'whee', 'diary', 'of', 'alan', 'christoffersen', 'diary', 'of', 'the', 'wimpy', 'kid', 'diary', 'of', 'wimpy', 'kid', 'diary', 'pf', 'wimpy', 'kid', 'diarys', 'diaspora', 'dibujo', 'dice', 'dick', 'dick', 'grayson', 'dick', 'king', 'smith', 'dick', 'philip', 'dickens', 'dickens', 'charles', 'dictatorship', 'dictionaries', 'dictionary', 'did', 'did', 'did', 'mpd', 'did', 'not', 'enjoy', 'did', 'not', 'finish', 'did', 'not', 'keep', 'did', 'not', 'like', 'did', 'not', 'read', 'did', 'complete', 'didactic', 'didion', 'didn', 'finish', 'didn', 'finish', 'reading', 'didn', 'like', 'didnt', 'finish', 'diego', 'rivera', 'diego', 'riveria', 'diesel', 'diesel', 'series', 'dieselpunk', 'diet', 'diet', 'and', 'cookbooks', 'diet', 'and', 'exercise', 'diet', 'and', 'nutrition', 'diet', 'cooking', 'diet', 'health', 'diet', 'nutrition']","ISBN 9780307277671 moved to this edition.While in Paris, Harvard symbologist Robert Langdon is awakened by a phone call in the dead of the night. The elderly curator of the Louvre has been murdered inside the museum, his body covered in baffling symbols. As Langdon and gifted French cryptologist Sophie Neveu sort through the bizarre riddles, they are stunned to discover a trail of clues hidden in the works of Leonardo da Vinci—clues visible for all to see and yet ingeniously disguised by the painter.Even more startling, the late curator was involved in the Priory of Sion—a secret society whose members included Sir Isaac Newton, Victor Hugo, and Da Vinci—and he guarded a breathtaking historical secret. Unless Langdon and Neveu can decipher the labyrinthine puzzle—while avoiding the faceless adversary who shadows their every move—the explosive, ancient truth will be lost forever."
26,27,1,1,41335427,275,439785960,9780439785970.0,"J.K. Rowling, Mary GrandPré",2005.0,Harry Potter and the Half-Blood Prince,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",eng,4.54,1678823,1785676,27520,7308,21516,136333,459028,1161491,https://images.gr-assets.com/books/1361039191m/1.jpg,https://images.gr-assets.com/books/1361039191s/1.jpg,1,"['available', 'at', 'raspberrys', 'calif', 'dean', 'england', 'fiction', 'fictional', 'fictitious', 'football', 'george', 'gr', 'history', 'imaginary', 'italy', 'la', 'los', 'mass', 'murder', 'non', 'poetry', 'performing', 'post', 'psychology', 'read', 'single', 'specific', 'television', 'cant', 'find', 'bingo', 'star', 'rating', 'find', 'summer', 'all', 'best', 'picture', 'younger', 'boxed', 'eric', 'books', 'house', 'lbkc', 'kindle', 'love', 'funny', 'made', 'me', 'cry', 'moved', 'me', 'nonfiction', 'owned', 'paperback', 'pgs', 'to', 'physical', 'own', 'plays', 'plc', 'tbr', 'axz', 'usa', 'exploring', 'graphic', 'novels', 'read', 'in', 'class', 'to', 'read', 'to', 'read', 'to', 'buy', 'notverified', 'src', 'su', 'src', 'me', 'mine', 'pages', 'ebook', 'read', 'cookbook', 'une', 'bonne', 'selection', 'strategy', 'alphabet', 'authors', 'distopias', 'ecookbooks', 'folklore', 'irl', 'bookshelf', 'comics', 'mine', 'words', 'sam', 'miller', 'best', 'books', 'black', 'exp', 'fantasy', 'folklore']","The war against Voldemort is not going well; even Muggle governments are noticing. Ron scans the obituary pages of the Daily Prophet, looking for familiar names. Dumbledore is absent from Hogwarts for long stretches of time, and the Order of the Phoenix has already suffered losses.And yet . . .As in all wars, life goes on. The Weasley twins expand their business. Sixth-year students learn to Apparate - and lose a few eyebrows in the process. Teenagers flirt and fight and fall in love. Classes are never straightforward, through Harry receives some extraordinary help from the mysterious Half-Blood Prince.So it's the home front that takes center stage in the multilayered sixth installment of the story of Harry Potter. Here at Hogwarts, Harry will search for the full and complete story of the boy who became Lord Voldemort - and thereby find what may be his only vulnerability."
